Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
0, 35, 50, 0.069564, 0.082863, 0.069564, 0.004427, 256, 0.184292, 0.162949, 224, 128, 64, 0.924135, 45854, 76642, 3776, 6280, 0.278169, 0.968429, 7564, 6669, 174, 290, 0.806874
1, 24, 43, 0.075985, 0.086506, 0.075985, 0.003900, 512, 0.209167, 0.228207, 224, 128, 64, 0.920258, 47369, 74613, 5805, 4765, 0.453656, 0.964891, 7551, 6630, 213, 303, 0.813010
2, 19, 34, 0.081999, 0.093201, 0.081999, 0.003443, 512, 0.243955, 0.072166, 224, 128, 64, 0.792082, 29297, 75695, 4723, 22837, 0.678020, 0.964006, 7503, 6665, 178, 351, 0.800738, *
3, 19, 21, 0.072489, 0.080151, 0.072489, 0.000358, 128, 0.103166, 0.121111, 224, 128, 64, 0.924565, 44593, 77960, 2458, 7541, 0.647340, 0.966252, 7599, 6602, 241, 255, 0.825648, *
4, 20, 31, 0.067521, 0.079633, 0.067521, 0.008726, 512, 0.093659, 0.145958, 224, 128, 64, 0.920590, 45650, 76376, 4042, 6484, 0.243409, 0.968225, 7570, 6660, 183, 284, 0.819311, *
5, 33, 35, 0.080056, 0.085936, 0.080056, 0.004311, 128, 0.172092, 0.131975, 224, 128, 64, 0.693781, 40439, 51523, 28895, 11695, 0.194218, 0.963054, 7523, 6631, 212, 331, 0.819146
6, 23, 39, 0.063096, 0.074024, 0.063096, 0.004700, 512, 0.083378, 0.026327, 224, 128, 64, 0.899104, 45196, 73982, 6436, 6938, 0.222499, 0.971287, 7568, 6707, 136, 286, 0.825773, *
7, 20, 21, 0.064839, 0.074697, 0.064839, 0.000292, 128, 0.064746, 0.020533, 224, 128, 64, 0.877475, 43078, 73233, 7185, 9056, 0.534641, 0.972647, 7596, 6699, 144, 258, 0.840364, *
8, 23, 40, 0.058988, 0.074136, 0.058988, 0.002335, 512, 0.110939, 0.227126, 224, 128, 64, 0.935769, 46116, 77922, 2496, 6018, 0.217896, 0.974280, 7596, 6723, 120, 258, 0.813343
9, 15, 26, 0.064866, 0.072908, 0.064866, 0.005705, 512, 0.023065, 0.052356, 224, 128, 64, 0.938462, 45582, 78813, 1605, 6552, 0.489667, 0.970266, 7621, 6639, 204, 233, 0.819146, *
10, 59, 65, 0.046636, 0.051976, 0.046636, 0.000360, 128, 0.127655, 0.073381, 224, 128, 64, 0.865291, 41040, 73656, 6762, 11094, 0.325709, 0.977070, 7650, 6710, 133, 204, 0.813176, *
11, 53, 77, 0.069762, 0.078583, 0.069762, 0.003263, 256, 0.236437, 0.187558, 224, 128, 64, 0.884483, 41453, 75787, 4631, 10681, 0.240131, 0.966320, 7528, 6674, 169, 326, 0.800738, *
12, 36, 60, 0.059092, 0.071412, 0.059092, 0.007371, 512, 0.094060, 0.176332, 224, 128, 64, 0.922121, 44728, 77501, 2917, 7406, 0.350092, 0.971559, 7582, 6697, 146, 272, 0.813010
13, 13, 22, 0.083998, 0.097816, 0.083998, 0.009717, 512, 0.177558, 0.114806, 224, 128, 64, 0.921186, 44694, 77411, 3007, 7440, 0.585544, 0.961897, 7528, 6609, 234, 326, 0.819379, *
14, 13, 15, 0.104256, 0.115156, 0.104256, 0.009563, 256, 0.221744, 0.017176, 224, 128, 64, 0.904830, 46184, 73753, 6665, 5950, 0.702563, 0.953800, 7507, 6511, 332, 347, 0.825609, *
15, 15, 16, 0.109945, 0.114194, 0.109945, 0.006509, 128, 0.228141, 0.046521, 224, 128, 64, 0.896365, 44516, 74299, 6119, 7618, 0.745515, 0.953528, 7451, 6563, 280, 403, 0.800738, *
16, 25, 23, 0.067998, 0.074671, 0.067998, 0.006346, 128, 0.002773, 0.222959, 224, 128, 64, 0.905207, 42717, 77270, 3148, 9417, 0.505782, 0.968973, 7534, 6707, 136, 320, 0.819311, *
17, 32, 40, 0.072191, 0.082962, 0.072191, 0.002830, 256, 0.138552, 0.204498, 224, 128, 64, 0.897670, 43600, 75388, 5030, 8534, 0.714835, 0.968293, 7557, 6674, 169, 297, 0.819311, *
18, 30, 42, 0.059978, 0.073945, 0.059978, 0.002815, 256, 0.091006, 0.056998, 224, 128, 64, 0.944965, 47321, 77936, 2482, 4813, 0.351203, 0.974349, 7621, 6699, 144, 233, 0.819379, *
19, 15, 19, 0.096701, 0.107415, 0.096701, 0.009472, 256, 0.135377, 0.124940, 224, 128, 64, 0.920876, 44177, 77887, 2531, 7957, 0.708699, 0.955705, 7534, 6512, 331, 320, 0.825282, *
20, 70, 69, 0.046529, 0.052891, 0.046529, 0.001536, 128, 0.051537, 0.088205, 224, 128, 64, 0.940016, 46411, 78190, 2228, 5723, 0.484843, 0.976322, 7651, 6698, 145, 203, 0.813245, *
21, 74, 73, 0.043548, 0.051660, 0.043548, 0.001468, 128, 0.050252, 0.087479, 224, 128, 64, 0.670514, 34288, 54590, 25828, 17846, 0.176602, 0.979452, 7666, 6729, 114, 188, 0.819718
