Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
0, -, -, -, -, -, 0.004427, 64, 0.160376, 0.367107, 512, 128, 64, FAIL
1, -, -, -, -, -, 0.003900, 64, 0.348754, 0.257640, 256, 128, 128, FAIL
2, -, -, -, -, -, 0.003443, 512, 0.072572, 0.236343, 512, 128, 64, FAIL
3, -, -, -, -, -, 0.000358, 32, 0.058649, 0.422212, 512, 256, 128, FAIL
4, -, -, -, -, -, 0.008726, 128, 0.016617, 0.044310, 512, 128, 128, FAIL
5, -, -, -, -, -, 0.004311, 32, 0.476214, 0.140690, 256, 128, 64, FAIL
6, -, -, -, -, -, 0.004700, 64, 0.080781, 0.378592, 256, 256, 64, FAIL
7, 78, 11, 0.084124, 0.112880, 0.084124, 0.000292, 32, 0.155582, 0.103350, 256, 256, 128, 0.856779, 33095, 29862, 4349, 6175, 0.638514, 0.960432, 9915, 15547, 537, 512, 0.751530
8, -, -, -, -, -, 0.002335, 64, 0.032643, 0.261319, 512, 256, 128, FAIL
9, -, -, -, -, -, 0.005705, 256, 0.372315, 0.060451, 512, 256, 128, FAIL
10, 35, 12, 0.083859, 0.093508, 0.083859, 0.000360, 128, 0.000503, 0.310194, 256, 256, 128, 0.860740, 32588, 30660, 3551, 6682, 0.631159, 0.962053, 9936, 15569, 515, 491, 0.751518
11, -, -, -, -, -, 0.003263, 128, 0.135355, 0.049615, 512, 128, 64, FAIL
12, -, -, -, -, -, 0.007371, 512, 0.005863, 0.231039, 512, 256, 128, FAIL
13, -, -, -, -, -, 0.009717, 512, 0.003015, 0.154532, 512, 256, 64, FAIL
14, -, -, -, -, -, 0.009563, 256, 0.192026, 0.111628, 512, 256, 64, FAIL
15, -, -, -, -, -, 0.006509, 256, 0.071629, 0.126271, 256, 256, 64, FAIL
16, -, -, -, -, -, 0.006346, 512, 0.386524, 0.131952, 512, 256, 128, FAIL
17, -, -, -, -, -, 0.002830, 128, 0.202404, 0.127487, 512, 128, 128, FAIL
18, -, -, -, -, -, 0.002815, 256, 0.170517, 0.305428, 512, 128, 64, FAIL
19, -, -, -, -, -, 0.009472, 128, 0.411328, 0.008747, 512, 128, 64, FAIL
20, -, -, -, -, -, 0.000494, 32, 0.291633, 0.322042, 256, 256, 128, FAIL
21, -, -, -, -, -, 0.001400, 32, 0.249215, 0.486980, 256, 256, 128, FAIL
22, -, -, -, -, -, 0.001450, 128, 0.123513, 0.174389, 256, 256, 128, FAIL
23, -, -, -, -, -, 0.001243, 32, 0.244258, 0.199341, 256, 256, 128, FAIL
24, 35, 12, 0.093342, 0.104567, 0.093342, 0.000210, 128, 0.308370, 0.434057, 256, 256, 128, 0.895606, 35093, 30717, 3494, 4177, 0.631985, 0.957376, 9893, 15488, 596, 534, 0.745475
25, -, -, -, -, -, 0.001755, 32, 0.118397, 0.302012, 256, 256, 128, FAIL
26, -, -, -, -, -, 0.000843, 32, 0.217330, 0.352640, 256, 256, 128, FAIL
27, -, -, -, -, -, 0.002122, 128, 0.479462, 0.085480, 256, 256, 128, FAIL
28, 78, 11, 0.084932, 0.117286, 0.084932, 0.000152, 32, 0.147774, 0.002900, 256, 256, 128, 0.869871, 32925, 30994, 3217, 6345, 0.630153, 0.961035, 9884, 15594, 490, 543, 0.763760
29, -, -, -, -, -, 0.005486, 128, 0.100629, 0.202154, 256, 256, 128, FAIL
Best model
{'batch_size': 128, 'dropout_rate': 0.0005026407453514459, 'dropout_rate_1': 0.3101937889491447, 'layer': 256, 'layer_1': 256, 'layer_2': 128, 'lr': 0.00036046755828015616}
