Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
10, 29, 17, 0.058017, 0.066669, 0.058017, 0.001131, 128, 0.000503, 0.310194, 224, 128, 64, 0.802901, 35659, 23339, 10872, 3611, 0.752011, 0.971823, 10010, 15754, 330, 417, 0.794602
11, 28, 17, 0.068089, 0.082999, 0.068089, 0.003120, 128, 0.135355, 0.049615, 224, 128, 64, 0.851649, 36132, 26448, 7763, 3138, 0.733243, 0.967297, 9946, 15698, 386, 481, 0.782330
12, 18, 18, 0.058381, 0.066738, 0.058381, 0.008077, 512, 0.005863, 0.231039, 224, 128, 64, 0.834216, 35814, 25485, 8726, 3456, 0.751651, 0.970541, 10013, 15717, 367, 414, 0.788466
13, 33, 34, 0.049127, 0.051009, 0.049127, 0.005221, 512, 0.003015, 0.154532, 224, 128, 64, 0.842435, 35936, 25967, 8244, 3334, 0.739744, 0.974841, 10050, 15794, 290, 377, 0.782503
14, 30, 23, 0.070658, 0.081141, 0.070658, 0.005274, 256, 0.192026, 0.111628, 224, 128, 64, 0.839333, 36246, 25429, 8782, 3024, 0.733243, 0.966127, 9958, 15655, 429, 469, 0.782330
15, 26, 21, 0.066701, 0.075102, 0.066701, 0.007009, 256, 0.071629, 0.126271, 224, 128, 64, 0.812754, 34752, 24970, 9241, 4518, 0.733243, 0.967108, 9864, 15775, 309, 563, 0.782330
16, 53, 49, 0.065521, 0.082096, 0.065521, 0.006661, 512, 0.386524, 0.131952, 224, 128, 64, 0.803854, 35927, 23141, 11070, 3343, 0.727107, 0.968051, 9917, 15747, 337, 510, 0.770058
17, 38, 22, 0.068980, 0.083393, 0.068980, 0.008125, 128, 0.202404, 0.127487, 224, 128, 64, 0.828377, 36531, 24339, 9872, 2739, 0.727107, 0.967523, 9958, 15692, 392, 469, 0.770058
18, 34, 26, 0.066713, 0.084633, 0.066713, 0.009613, 256, 0.170517, 0.305428, 224, 128, 64, 0.821287, 35619, 24730, 9481, 3651, 0.720971, 0.968202, 9918, 15750, 334, 509, 0.776194
19, 30, 17, 0.082199, 0.093346, 0.082199, 0.000216, 128, 0.411328, 0.008747, 224, 128, 64, 0.856466, 36839, 26095, 8116, 2431, 0.721389, 0.961978, 9872, 15631, 453, 555, 0.776369
20, 18, 18, 0.085160, 0.100933, 0.085160, 0.004235, 512, 0.272377, 0.481924, 224, 128, 64, 0.839115, 36677, 24982, 9229, 2593, 0.708699, 0.961450, 9862, 15627, 457, 565, 0.763922
21, 76, 23, 0.059535, 0.072802, 0.059535, 0.003853, 64, 0.097703, 0.182729, 224, 128, 64, 0.819477, 34644, 25572, 8639, 4626, 0.733243, 0.970842, 9977, 15761, 323, 450, 0.782330
22, 59, 19, 0.077514, 0.094162, 0.077514, 0.006010, 64, 0.264559, 0.484411, 224, 128, 64, 0.849526, 36489, 25935, 8276, 2781, 0.714835, 0.964430, 9840, 15728, 356, 587, 0.776194
23, 32, 31, 0.064878, 0.080887, 0.064878, 0.003300, 512, 0.110217, 0.422590, 224, 128, 64, 0.835182, 35811, 25559, 8652, 3459, 0.739379, 0.969107, 9942, 15750, 334, 485, 0.776194
24, 144, 46, 0.064295, 0.078304, 0.064295, 0.004732, 64, 0.229505, 0.367949, 224, 128, 64, 0.776092, 36559, 20469, 13742, 2711, 0.739379, 0.968428, 9978, 15696, 388, 449, 0.763922
25, 44, 41, 0.071368, 0.087962, 0.071368, 0.006081, 512, 0.312017, 0.179266, 224, 128, 64, 0.848274, 36179, 26153, 8058, 3091, 0.727107, 0.964581, 9928, 15644, 440, 499, 0.770058
26, 36, 36, 0.051234, 0.061025, 0.051234, 0.002465, 512, 0.038102, 0.317006, 224, 128, 64, 0.776133, 36129, 20902, 13309, 3141, 0.751651, 0.974011, 10056, 15766, 318, 371, 0.782330
27, 25, 24, 0.052991, 0.062786, 0.052991, 0.002232, 512, 0.038992, 0.178562, 224, 128, 64, 0.839727, 35987, 25717, 8494, 3283, 0.727369, 0.971785, 10021, 15742, 342, 406, 0.782330
28, 31, 31, 0.060592, 0.068912, 0.060592, 0.001678, 512, 0.120995, 0.322205, 224, 128, 64, 0.786870, 35103, 22717, 11494, 4167, 0.763922, 0.970578, 9981, 15750, 334, 446, 0.782330
29, 16, 16, 0.088277, 0.107226, 0.088277, 0.003275, 512, 0.454322, 0.209101, 224, 128, 64, 0.853649, 37194, 25533, 8678, 2076, 0.671884, 0.961601, 9885, 15608, 476, 542, 0.763922
Best model
{'batch_size': 512, 'dropout_rate': 0.003015182019774576, 'dropout_rate_1': 0.1545321332034768, 'lr': 0.005220808701450275, 'lr_1': 0, 'lr_2': 1, 'lr_3': 0, 'layer': 224, 'layer_1': 128, 'layer_2': 64}
