Trials
trial_id, time, epochs, score, loss, val_loss, learning_rate, batch_size, dropout_1, dropout_2, layer_1, layer_2, layer_3, test_overall_acc, test_true_positives, test_true_negatives, test_false_positives, test_false_negatives, test_thresh, val_overall_acc, val_true_positives, val_true_negatives, val_false_positives, val_false_negatives, val_thresh
12, 24, 16, 0.120464, 0.074195, 0.120464, 0.007371, 64, 0.408543, 0.229588, 64, 256, 256, 0.896509, 44355, 74479, 5939, 7779, 0.545240, 0.872831, 6321, 6507, 336, 1533, 0.422784
13, 20, 30, 0.041920, 0.051368, 0.041920, 0.009717, 512, 0.380201, 0.321564, 256, 128, 64, 0.841934, 45449, 66151, 14267, 6685, 0.504421, 0.948153, 7302, 6633, 210, 552, 0.567346
14, 30, 53, 0.036076, 0.040374, 0.036076, 0.009563, 256, 0.192026, 0.111628, 128, 128, 64, 0.679997, 45810, 44325, 36093, 6324, 0.440866, 0.952575, 7307, 6693, 150, 547, 0.590645
15, 16, 35, 0.032170, 0.036523, 0.032170, 0.006509, 256, 0.071629, 0.126271, 64, 128, 64, 0.540377, 21350, 50278, 30140, 30784, 0.555931, 0.961012, 7428, 6696, 147, 426, 0.593472
16, 14, 33, 0.037405, 0.042197, 0.037405, 0.006346, 512, 0.240367, 0.207741, 64, 128, 128, 0.488669, 36358, 28416, 52002, 15776, 0.686629, 0.947540, 7252, 6674, 169, 602, 0.633021
17, 23, 34, 0.035704, 0.041435, 0.035704, 0.002830, 512, 0.269212, 0.380016, 256, 128, 64, 0.811319, 43125, 64417, 16001, 9009, 0.680657, 0.955229, 7353, 6686, 157, 501, 0.595190
18, 34, 44, 0.033123, 0.038069, 0.033123, 0.002815, 256, 0.170517, 0.305428, 128, 256, 64, 0.549535, 41203, 31639, 48779, 10931, 0.592899, 0.957951, 7369, 6710, 133, 485, 0.626588
19, 22, 31, 0.052855, 0.050396, 0.052855, 0.009472, 128, 0.411328, 0.008747, 128, 64, 64, 0.836396, 46027, 64839, 15579, 6107, 0.452782, 0.932639, 7045, 6662, 181, 809, 0.531295
20, 115, 150, 0.020059, 0.021100, 0.020059, 0.000136, 128, 0.008836, 0.476776, 64, 128, 128, 0.609874, 27041, 53799, 26619, 25093, 0.302833, 0.968497, 7468, 6766, 77, 386, 0.693480
21, 35, 21, 0.032473, 0.037387, 0.032473, 0.001466, 32, 0.008039, 0.448343, 64, 128, 256, 0.539162, 29384, 42083, 38335, 22750, 0.785088, 0.962577, 7415, 6732, 111, 439, 0.680133
22, 49, 40, 0.029332, 0.034029, 0.029332, 0.001516, 64, 0.067104, 0.427227, 64, 128, 128, 0.521063, 38131, 30937, 49481, 14003, 0.542881, 0.965571, 7430, 6761, 82, 424, 0.635960
23, 111, 82, 0.018188, 0.020055, 0.018188, 0.001072, 64, 0.049017, 0.004065, 64, 256, 128, 0.642933, 8368, 76854, 3564, 43766, 0.929302, 0.976526, 7548, 6804, 39, 306, 0.650542
24, 64, 37, 0.028537, 0.033314, 0.028537, 0.000685, 32, 0.222746, 0.060977, 64, 128, 256, 0.847411, 44654, 67672, 12746, 7480, 0.668155, 0.966184, 7439, 6761, 82, 415, 0.605236
25, 56, 59, 0.024416, 0.028374, 0.024416, 0.001755, 128, 0.012656, 0.417768, 64, 256, 128, 0.909062, 44334, 76164, 4254, 7800, 1.380578, 0.968429, 7449, 6784, 59, 405, 0.697161
26, 234, 124, 0.020502, 0.022025, 0.020502, 0.000142, 32, 0.119612, 0.480690, 128, 128, 256, 0.798298, 40748, 65068, 15350, 11386, 0.327108, 0.968837, 7463, 6776, 67, 391, 0.703604
27, 32, 20, 0.041581, 0.045151, 0.041581, 0.002145, 64, 0.305085, 0.055591, 128, 128, 256, 0.830753, 46340, 63778, 16640, 5794, 0.555147, 0.940328, 7136, 6684, 159, 718, 0.612467
28, 31, 23, 0.031857, 0.038924, 0.031857, 0.000843, 64, 0.187788, 0.324663, 64, 256, 128, 0.555850, 44027, 29652, 50766, 8107, 0.486436, 0.960332, 7389, 6725, 118, 465, 0.595012
29, 56, 26, 0.039436, 0.050821, 0.039436, 0.005486, 32, 0.034774, 0.492586, 128, 256, 128, 0.892525, 44651, 73655, 6763, 7483, 0.390036, 0.945975, 7214, 6689, 154, 640, 0.671165
Best model
{'batch_size': 64, 'dropout_rate': 0.09445412926280483, 'dropout_rate_1': 0.0005026407453514459, 'layer': 64, 'layer_1': 256, 'layer_2': 256, 'lr': 0.00036046755828015616}
